id_strage,titolo_strage,grande_strage,localita,geolocalizzazione,id_comune,datainizio,datafine,vittimetot,vittimeutot,vittimeubambini,vittimeuragazzi,vittimeuadulti,vittimeuanziani,vittimeusenzainfo,vittimedtot,vittimedbambine,vittimedragazze,vittimedadulte,vittimedanziane,vittimedsenzainfo,vittimeignote,matrice_strage,uccisioni,id_regione,regione,lat,lng
1029,"Riva, Chieri, 14.04.1945",0.0,Riva,Riva,78,1945-04-14,,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,1.0,Piemonte,45.0064359,7.8339576
1030,"Nole Canavese, 13.11.1944",0.0,Nole Canavese,Nole Canavese,166,1944-11-13,1944-11-13,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,1.0,Piemonte,45.243299,7.573947
1031,"Rivoli, 10.03.1945",,Rivoli,Rivoli,219,1945-03-10,1945-03-10,7,7.0,,,7.0,,,,,,,,,,Nazista,fucilazione,1.0,Piemonte,45.0710902,7.513821
1032,"Nocelleto, Carinola, 20/10/1943",,Nocellato,Nocellato,5030,1943-10-20,1943-10-20,1,1.0,,,1.0,,,,,,,,,,Nazista,uccisione con armi da fuoco,15.0,Campania,41.1702272,14.0152671
1033,"Località imprecisata, Carinola, 27/10/1943",,Località imprecisata,Carinola,5030,1943-10-27,1943-10-27,1,,,,,,,1.0,,,1.0,,,,Nazista,uccisione con armi da fuoco,15.0,Campania,41.1888063,13.9767435
1034,"Piazza Martiri, Rivoli, 29.12.1944",0.0,Piazza Martiri,Piazza di Rivoli,219,1944-12-29,1944-12-29,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,1.0,Piemonte,45.069973,7.519609
1035,"Rivoli, 25.02.1945",,Rivoli,Rivoli,219,1945-02-25,1945-02-25,4,4.0,,,4.0,,,,,,,,,,Nazista,fucilazione,1.0,Piemonte,45.0710902,7.513821
1036,"Cimitero di San Maurizio Canavese, San Maurizio Canavese, 29.12.1944",,Cimitero di San Maurizio Canavese,Cimitero di San Maurizio Canavese,248,1944-12-29,1944-12-29,2,2.0,,,2.0,,,,,,,,,,Nazifascista,fucilazione,1.0,Piemonte,45.2176266,7.6312062
1037,"Sant’Antonio di Susa, 13.05.1944",0.0,Sant’Antonio di Susa,Sant’Antonio di Susa,256,1944-05-13,1944-05-13,17,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,1.0,Piemonte,45.1011368,7.2677926
1038,"Rifugio Geat, San Giorgio di Susa, 10.05.1944",0.0,Rifugio Geat,Rifugio Geat,244,1944-05-10,1944-05-10,5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,uccisione con armi da fuoco,1.0,Piemonte,45.3357725,7.7952323
1039,MUNICIPIO DI SAN MAURIZIO CANAVESE 11.02.1944,0.0,Municipio,Municipio,248,1944-02-11,1944-02-11,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,1.0,Piemonte,45.2165048,7.6335287
1040,"Susa, 25.04.1945",0.0,Susa,Susa,270,1945-04-25,1945-04-25,5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,1.0,Piemonte,45.1386144,7.0484573
1041,"Piazza di Traversella, Traversella, 14.10.1944",0.0,Piazza di Traversella,Piazza di Traversella,278,1944-10-14,1944-10-14,13,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,1.0,Piemonte,45.509171,7.749988
1042,"Traves, 06.01.1944",,Traves,Traves,279,1944-01-06,1944-01-06,7,7.0,,,6.0,1.0,,,,,,,,,Nazista,fucilazione,1.0,Piemonte,45.2687665,7.4287319
1043,"Venaria, 29.04.1945",0.0,Venaria,Venaria,292,1945-04-29,1945-04-29,4,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Nazifascista,uccisione con armi da fuoco,1.0,Piemonte,45.1301582,7.6310474
1044,"Via Cibrario, Torino, 12.10.1944",,Via Cibrariio,Via Cibrario,272,1944-10-12,1944-10-12,9,9.0,,,1.0,,,,,,,,,,Nazista,fucilazione,1.0,Piemonte,45.0803685,7.6590668
1045,"Via Morghen, Torino, 02.04.1944",0.0,Via Morghen,Via Morghen,272,1944-04-02,1944-04-02,5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,1.0,Piemonte,45.0782746,7.6575929
1046,"Poligono di tiro del Martinetto, Torino, 24.01.1944",0.0,Via Sacchi,Via Sacchi,272,1944-01-24,1944-01-24,5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,1.0,Piemonte,45.084490,7.65375
1047,"Vico Canavese, 15.10.1944",,Vico Canavese,Vico Canavese,297,1944-10-15,1944-10-15,5,5.0,,,5.0,,,,,,,,,,Nazista,fucilazione,1.0,Piemonte,45.4922495,7.7844685
1048,"Villafranca Piemonte, 05.02.1945",0.0,Villafranca Piemonte,Villafranca Piemonte,300,1945-02-05,1945-02-05,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,1.0,Piemonte,44.7820726,7.5066986
1049,"Villar Perosa, 26.04.1945",0.0,Villar Perosa,Villar Perosa,307,1945-04-26,,8,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,1.0,Piemonte,44.9174203,7.2479795
1050,"Strada Pinerolo, Villar Perosa, 14.08.1944",0.0,Strada Pinerolo,Strada Pinerolo,307,1944-08-14,1944-08-14,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,impiccagione,1.0,Piemonte,44.9398156,7.2306249
1051,CANDIA17.02.1945,0.0,Candia,Candia,50,1945-02-17,1945-02-17,5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,1.0,Piemonte,45.3280918,7.8872502
1052,"Villastellone, 29.04.1945",0.0,Villastellone,Villastellone,308,1945-04-29,1945-04-29,6,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,Nazifascista,"cannoneggiamento volontario,uccisione con armi da fuoco",1.0,Piemonte,44.9235415,7.7441408
1053,"Vinovo, 27.04.1945",0.0,Vinovo,Vinovo,309,1945-04-27,1945-04-27,2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,uccisione con armi da fuoco,1.0,Piemonte,44.9464454,7.6327043
1054,"Caselle Torinese, 01.03.1945",,Caselle Torinese,Caselle Torinese,63,1945-03-01,1945-03-01,5,5.0,,,5.0,,,,,,,,,,Fascista,fucilazione,1.0,Piemonte,45.1666266,7.6441325
1055,"Corio, 05-06.03.1944",,Corio,Corio,94,1944-03-05,1944-03-06,6,6.0,,,6.0,,,,,,,,,,Nazifascista,"fucilazione,uccisione con armi da fuoco",1.0,Piemonte,45.3117416,7.5334354
1056,"Coassolo, 05-06.03.1944",0.0,Coassolo,Coassolo,88,1944-03-05,1944-02-06,6,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazifascista,"fucilazione,uccisione con armi da fuoco",1.0,Piemonte,45.2999913,7.4599393
1057,"Coassolo, 06.03.1944",,Coassolo,Coassolo,88,1944-03-06,1944-03-06,2,2.0,,1.0,1.0,,,,,,,,,,Nazifascista,"fucilazione,uccisione con armi da fuoco",1.0,Piemonte,45.2999913,7.4599393
1059,"Autostrada Torino-Milano, Torino, 09.09.1944",,Autostrada Torino-MIlano,Autostrada Torino-Milano,272,1944-09-09,1944-09-09,3,3.0,,,,,3.0,,,,,,,,Nazifascista,impiccagione,1.0,Piemonte,45.1198298,7.6950935
1060,"Argentera, Rivarolo Canavese, 22.03.1945",,Argentera,Argentera,217,1945-03-22,1945-03-22,5,5.0,,,5.0,,,,,,,,,,Fascista,fucilazione,1.0,Piemonte,45.2924255,7.7227079
1062,GIANOCCO BUSSOLENO giugno 1944,0.0,Gianocco,Gianocco,44,1944-06-01,1944-06-01,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,tortura a morte,1.0,Piemonte,45.1382107,7.1545187
1064,"Cambiano, aprile 1945",,Cambiano,Cambiano,48,1944-04-01,1944-04-01,2,2.0,,,,,2.0,,,,,,,,Fascista,fucilazione,1.0,Piemonte,44.9690121,7.7757783
1065,"Carceri giudiziarie, Torino, 07.04.1944",,Carceri giudiziarie,Carceri giudiziarie,272,1944-04-07,1944-04-07,1,1.0,,,1.0,,,,,,,,,,Nazista,tortura a morte,1.0,Piemonte,45.070312,7.6868565
1066,"Castagnole, 04.03.1945",,Castagnole,Castagnole,65,1945-03-04,1945-03-04,2,2.0,,,2.0,,,,,,,,,,Nazifascista,fucilazione,1.0,Piemonte,44.8964747,7.5651796
1067,SALERA CRODO 14.07.1944,0.0,Salera,Salera,7801,1944-07-14,1944-07-14,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,uccisione con armi da fuoco,1.0,Piemonte,46.2249416,8.3234082
1068,"Castelluzzo, Luserna San Giovanni, 28.09.1944",,Castelluzzo,Castelluzzo,139,1944-09-28,1944-09-28,1,1.0,,,1.0,,,,,,,,,,Nazista,fucilazione,1.0,Piemonte,44.8151148,7.2423509
1069,"Coazze, 20.12.1944",,Coazze,Coazze,89,1944-12-20,1944-12-20,1,1.0,,,1.0,,,,,,,,,,Nazista,fucilazione,1.0,Piemonte,45.0515199,7.3038601
1070,"Ciriè, 19.11.1944",0.0,Ciriè,Ciriè,86,1944-11-19,1944-11-19,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,1.0,Piemonte,45.2358319,7.6014933
1071,"Molino dell’Avvocato, Corio Canavese, 10.04.1945",0.0,Molino dell’Avvocato,Molino dell’Avvocato,94,1945-04-10,1945-04-10,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,1.0,Piemonte,45.3228179,7.5261261
1072,"Fattoria Richetta, Cumiana, 29.12.1944",,Fattoria Richetta,Fattoria Richetta,97,1944-12-29,1944-12-29,5,5.0,,,5.0,,,,,,,,,,Fascista,fucilazione,1.0,Piemonte,44.9849797,7.3742203
1074,"Località Fucinasse, Coassolo Torinese, 15.03.1944",0.0,Località Fucinasse,Località Fucinasse,88,1944-03-15,1944-03-15,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,1.0,Piemonte,45.2987835,7.4605657
1075,"Meana di Susa, 11.10.1944",,Meana di Susa,Meana di Susa,149,1944-10-11,1944-10-11,1,1.0,,,,1.0,,,,,,,,,Nazista,tortura a morte,1.0,Piemonte,45.1207303,7.0668463
1076,"Cimitero di Porte, Porte, 29.12.1944",,Cimitero di Porte,Cimitero di Porte,200,1944-12-29,1944-12-29,6,6.0,,,2.0,,4.0,,,,,,,,Fascista,fucilazione,1.0,Piemonte,44.8876147,7.268006
1077,"Racconigi, 21.04.1944",,Racconigi,Racconigi,668,1944-04-21,1944-04-21,1,1.0,,1.0,,,,,,,,,,,Fascista,fucilazione,1.0,Piemonte,44.7682667,7.6759131
1078,"Bertone, Mezzenile, 18.01.1944",,Bertone,Bertone,152,1944-01-18,1944-01-18,1,1.0,,,,,1.0,,,,,,,,Nazista,tortura a morte,1.0,Piemonte,45.2941628,7.3933709
1080,"Drusà de le Plane, Sestriere, 13.08.1944",0.0,Drusà de le Plane,Drusà de le Plane,263,1944-08-13,1944-08-13,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,1.0,Piemonte,44.9578505,6.8790861
1081,"Cantine di San Secondo, San Secondo, 11.11.1944",0.0,Cantine di San Secondo,Cantine di San Secondo,254,1944-11-11,1944-11-11,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,uccisione con armi da fuoco,1.0,Piemonte,44.864618,7.2988366
1083,"Bardonecchia, 11.07.1944",,Bardonecchia,Bardonecchia,22,1944-07-11,1944-07-11,1,1.0,,,1.0,,,,,,,,,,Nazifascista,uccisione con armi da fuoco,1.0,Piemonte,45.0742861,6.6960506
1084,"Statale tra Salassa e Valperga, Salassa, 11.11.1944",,Statale tra Salassa Valperga,Statale tra Salassa e Valperga,231,1944-11-11,1944-11-11,1,1.0,,,,1.0,,,,,,,,,Nazista,fucilazione,1.0,Piemonte,45.3557642,7.6920962
1095,"BENE VAGIENNA, 26.04.1945",0.0,Benevagienna,Benevagienna,508,1945-04-26,1945-04-26,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,1.0,Piemonte,44.5426467,7.8269217
1096,"Narzole, 26.04.1945",,Narzole,Narzole,636,1945-04-26,1945-04-26,12,11.0,,,8.0,3.0,,1.0,,,,1.0,,,Nazista,"fucilazione,uccisione con armi da fuoco",1.0,Piemonte,44.5942341,7.8709466
1097,"GENOLA, 29.04.1945",0.0,Genola,Genola,585,1945-04-29,1945-04-29,15,15.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,"incendio,uccisione con armi da fuoco",1.0,Piemonte,44.5875818,7.6618272
2696,"MELLE, 21-24.08.1944",0.0,Melle,Melle,611,1944-08-21,1944-08-24,6,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,"impiccagione,INDEFINITA",1.0,Piemonte,44.5608235,7.3187851
1098,"Arma di Taggia, Taggia, 23-24.01.1945",0.0,Arma di Taggia,Arma di Taggia,1180,1945-01-23,1945-01-24,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,7.0,Liguria,43.8381487,7.8531153
1099,"Frazione Torri, Ventimiglia, 14.12.1944",0.0,Frazione Torri,Frazione Torri,1186,1944-12-14,1944-12-14,4,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Nazifascista,fucilazione,7.0,Liguria,43.841851,7.551187
1100,MONTEGRAZIE CAVE ROSSE CASTELVECCHIO IMPERIA 07.03-05.04.1945,0.0,"Montegrazie, Cave Rosse e Castelvecchio","Montegrazie, Cave Rosse e Castelvecchio",1152,1945-03-07,1945-04-05,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,"fucilazione,impiccagione",7.0,Liguria,43.8896857,8.039517
1101,"Carpenosa, Molini di Triora, 18.03.1945",,Carpenosa,Carpenosa,1156,1945-03-18,1945-03-18,6,6.0,,,4.0,1.0,1.0,,,,,,,,Nazista,fucilazione,7.0,Liguria,43.9865443,7.7777142
1102,"Moltedo – Artallo, Imperia, 22-23.07.1944",0.0,Moltedo – Artallo,Moltedo – Artallo,1152,1944-07-22,1944-07-23,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,7.0,Liguria,43.8896857,8.039517
1103,"Giardini del Castello Devachan, Sanremo, 18.02-05.03.1945",0.0,Giardini del Castello Devachan,Giardini del Castello Devachan,1176,1945-02-18,1945-03-05,14,14.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,7.0,Liguria,43.8159671,7.7760567
1104,"Molini Triora, 11.03.1945",0.0,Molini Triora,Molini Triora,1156,1945-03-11,,4,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,7.0,Liguria,43.9865443,7.7777142
1105,"Triora, 11.03.1945",,Triora,Triora,1182,1945-03-11,1945-03-11,1,1.0,,,1.0,,,,,,,,,,Nazista,fucilazione,7.0,Liguria,43.9943015,7.7657139
1106,"Località imprecisata, Carinola, 28 ottobre 1943",,Località imprecisata,Carinola,5030,1943-10-28,1943-10-29,1,1.0,,,1.0,,,,,,,,,,Nazista,uccisione con armi da fuoco,15.0,Campania,41.1888063,13.9767435
1107,"Montecupo, Casagiove, 26/9/1943",0.0,Montecupo,Montecupo,5031,1943-09-26,1943-09-26,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.0861675,14.3089627
1108,"strada per Casapulla, Casagiove, 30/9/1943",,strada per Casapulla,Casagiove,5031,1943-09-30,1943-09-30,1,1.0,,,,1.0,,,,,,,,,Nazista,uccisione con armi da fuoco,15.0,Campania,41.0851633,14.3108319
1109,"Caserta, 12-19/9/1943",0.0,Caserta,Caserta,5035,1943-09-12,1943-09-19,9,8.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.0723484,14.3311337
1110,"San Leucio, Caserta, 5/10/1943",0.0,San Leucio,San Leucio,5035,1943-10-05,1943-10-05,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.1004956,14.3126158
1112,"Località imprecisata, Castel Campagnano, 21/9/1943",,Località imprecisata,Castel Campagnano,5036,1943-09-21,1943-09-21,1,1.0,,,1.0,,,,,,,,,,Nazista,INDEFINITA,15.0,Campania,41.1825025,14.4507847
1113,"Marruchella, Castel Campagnano, 13/10/1943",,Marruchella,Marruchella,5036,1943-10-13,1943-10-13,5,5.0,,,2.0,3.0,,,,,,,,,Nazista,fucilazione,15.0,Campania,41.1825025,14.4507847
1115,BOSCO CASTEL CAMPAGNANO 13.10.1943,0.0,Bosco,Bosco,5036,1943-10-13,1943-10-13,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,INDEFINITA,15.0,Campania,41.1620016,14.4461921
1116,"contrada Campestre, Castel di Sasso, 7/10/1943",0.0,contrada Campestre,contrada Campestre,5037,1943-10-07,1943-10-07,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.2042471,14.2961336
1117,"Strangolagalli, Castel di Sasso, 9/10/1943",,Strangolagalli,Strangolagalli,5037,1943-10-09,1943-10-09,1,1.0,,,1.0,,,,,,,,,,Nazista,uccisione con armi da fuoco,15.0,Campania,41.1842815,14.2819317
1118,LOCALITA IMPRECISATA CASTEL DI SASSO 13.10.1943,0.0,Località imprecisata,Castel di Sasso,5037,1943-10-13,1943-10-13,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.2042471,14.2961336
1119,"Monte Friento, Castel di Sasso, 15/10/1943",,Monte Friento,Monte Friento,5037,1943-10-15,1943-10-15,3,3.0,,,3.0,,,,,,,,,,Nazista,uccisione con armi da fuoco,15.0,Campania,41.2042471,14.2961336
1120,VILLA JUNIA SANREMO 12.02.1945,0.0,Villa Junia,Villa Junia,1176,1945-02-12,1945-02-12,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,fucilazione,7.0,Liguria,43.8159671,7.7760567
1121,"Villa Junia, Sanremo, 17-24.01.45",,Villa Junia,Villa Junia,1176,1945-01-17,1945-01-24,4,4.0,,,4.0,,,,,,,,,,Fascista,fucilazione,7.0,Liguria,43.8159671,7.7760567
1122,"Capo Berta, Imperia, 09-31.01.1945",0.0,Capo Berta,Capo Berta,1152,1945-01-09,1945-01-31,11,11.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,7.0,Liguria,43.9,8.0833333
1123,"Cimitero di Oneglia, Imperia, 25.01-09.02.1945",0.0,Cimitero di Oneglia,Cimitero di Oneglia,1152,1945-01-25,1945-02-09,4,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,7.0,Liguria,43.8996776,8.0386769
1124,"Cimitero di Oneglia, Imperia, 31.01-15.02.1945",0.0,Cimitero di Oneglia,Cimitero di Oneglia,1152,1945-01-31,1945-02-15,5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,7.0,Liguria,43.8996776,8.0386769
1125,"Zona Candeasco, Borgomaro, 17.02.1945",,Zona Candeasco,Zona Candeasco,1131,1945-02-17,1945-02-17,4,4.0,,,,,4.0,,,,,,,,Nazifascista,fucilazione,7.0,Liguria,43.9786084,7.9502625
1126,"Chiusavecchia, 03-04.02.1945",,Chiusavecchia,Chiusavecchia,1141,1945-02-03,1945-03-04,4,4.0,,,4.0,,,,,,,,,,Fascista,fucilazione,7.0,Liguria,43.9711646,7.9803359
1127,DIANO ARETINO 29-30.01.1945,0.0,Diano Arentino,Diano Arentino,1146,1945-01-29,1945-01-30,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,impiccagione,7.0,Liguria,43.9530206,8.0410398
1128,DIANO RONCAGLI DIANO SAN PIETRO29.01.1945,0.0,Diano Roncagli,Diano Roncagli,1149,1945-01-29,1945-01-29,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,7.0,Liguria,43.9266072,8.0670765
1129,DIANO MARINA 31.01.1945,0.0,Diano Marina,Diano Marina,1148,1945-01-31,1945-01-31,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,cannoneggiamento volontario,7.0,Liguria,43.9088641,8.0828024
1130,"Isolabona, 02.03.1945",0.0,Isolabona,Isolabona,1153,1945-03-02,1945-03-02,8,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,7.0,Liguria,43.8792346,7.639033
1131,"Pieve di Teco, 02.03.1945",0.0,Pieve di Teco,Pieve di Teco,1163,1945-03-02,1945-03-02,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,fucilazione,7.0,Liguria,44.0465608,7.9149918
1132,"ORATORIO DI SAN SEBASTIANO DIANO CASTELLO, 20.01.1945",0.0,Oratorio San Sebastiano,Oratorio San Sebastiano,1147,1945-01-20,1945-01-20,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,7.0,Liguria,43.9261009,8.0644059
1133,"Diano Borganzo, Diano San Pietro, 20.01.1945",0.0,Diano Borganzo,Diano Borganzo,1149,1945-01-20,1945-01-20,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,7.0,Liguria,43.943695,8.056382
1134,"Castel Morrone, 26/09/1943",,Castel Morrone,Castel Morrone,5039,1943-09-26,1943-09-26,2,1.0,,,,1.0,,1.0,,,1.0,,,,Nazista,uccisione con armi da fuoco,15.0,Campania,41.1199615,14.3583765
1135,"Strada per Diano Castello, Diano San Pietro, 20.01.1945",0.0,Strada per Diano Castello,Strada per Diano Castello,1149,1945-01-20,1945-01-20,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,7.0,Liguria,43.9337554,8.0646749
1136,"Prisconte, Castel Volturno, 8/10/1943",0.0,Prisconte,Prisconte,5040,1943-10-08,1943-10-08,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.0347852,13.9422848
1137,"Parco Cangiano, Castel Volturno, 8/10/1943",,Parco Cangiano,Parco Cangiano,5040,1943-10-08,1943-10-08,3,3.0,,,3.0,,,,,,,,,,Nazista,"INDEFINITA,uccisione con armi da fuoco",15.0,Campania,41.0347852,13.9422848
1138,"Focella, Castel Volturno, 10/10/1943",0.0,Focella,Focella,5040,1943-10-10,1943-10-10,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazista,INDEFINITA,15.0,Campania,41.0347852,13.9422848
1139,"Municipio, Castel Volturno, 10/3/1943",,Castel Volturno,Municipio,5040,1943-10-10,1943-10-10,4,4.0,,1.0,2.0,1.0,,,,,,,,,Nazista,fucilazione,15.0,Campania,41.0347852,13.9422848
1140,"contrada Del Monte, Conca della Campania, 9/09/1943",,contrada Del Monte,contrada Del Monte,5044,1943-09-09,1943-09-09,1,1.0,,,1.0,,,,,,,,,,Nazista,uccisione con armi da fuoco,15.0,Campania,41.4166667,14.0
1141,"Cave, Conca della Campania, 1/11/1943",,Cave,Cave,5044,1943-11-01,1943-11-01,18,18.0,,1.0,7.0,10.0,,,,,,,,,Nazista,fucilazione,15.0,Campania,41.349245,13.999617
1142,"Diano Castello, 22.01.1945",,Diano Castello,Diano Castello,1147,1945-01-22,1945-01-22,2,2.0,,,2.0,,,,,,,,,,Nazista,fucilazione,7.0,Liguria,43.9261009,8.0644059
1143,DIANO MARINA 04.10.1944,0.0,Diano Marina,Diano Marina,1148,1944-10-04,1944-10-04,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,fucilazione,7.0,Liguria,43.9088641,8.0828024
5474,MEZZALUNA LUMEZZANE 10.01.1945,0.0,"Mezzaluna, Lumezzane","Mezzaluna, Lumezzane",2199,1945-01-10,,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fascista,INDEFINITA,3.0,Lombardia,45.6525289,10.2396322
1145,DIANO BORGANZO DIANO SAN PIETRO 10.01.1945,0.0,Diano Borganzo,Diano Borganzo,1149,1945-01-10,1945-01-10,6,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nazifascista,fucilazione,7.0,Liguria,43.943695,8.056382
1146,"Orchi, Conca della Campania, 1/11/1943",0.0,Orchi,Orchi,5044,1943-11-01,1943-11-01,9,8.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Nazista,uccisione con armi da fuoco,15.0,Campania,41.3210001,14.0005239
